package,layer,invariant,value,status,source,result,artifact
imported,expanded_trace_ordered_route,REWRITE_EXPANDED_combined_deg5_rank_F2,48,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,REWRITE_EXPANDED_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,REWRITE_EXPANDED_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,REWRITE_EXPANDED_combined_deg5_rank_F3,48,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,REWRITE_EXPANDED_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,REWRITE_EXPANDED_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,REWRITE_EXPANDED_combined_deg5_rank_F5,48,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,REWRITE_EXPANDED_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,REWRITE_EXPANDED_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,RULE110_EXPANDED_combined_deg5_rank_F2,49,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,RULE110_EXPANDED_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,RULE110_EXPANDED_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,RULE110_EXPANDED_combined_deg5_rank_F3,50,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,RULE110_EXPANDED_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,RULE110_EXPANDED_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,RULE110_EXPANDED_combined_deg5_rank_F5,50,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,RULE110_EXPANDED_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,RULE110_EXPANDED_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,TAG_EXPANDED_combined_deg5_rank_F2,48,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,TAG_EXPANDED_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,TAG_EXPANDED_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,TAG_EXPANDED_combined_deg5_rank_F3,48,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,TAG_EXPANDED_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,TAG_EXPANDED_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,TAG_EXPANDED_combined_deg5_rank_F5,48,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,TAG_EXPANDED_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,TAG_EXPANDED_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,WALKSAT_EXPANDED_combined_deg5_rank_F2,48,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,WALKSAT_EXPANDED_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,WALKSAT_EXPANDED_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,WALKSAT_EXPANDED_combined_deg5_rank_F3,49,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,WALKSAT_EXPANDED_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,WALKSAT_EXPANDED_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,WALKSAT_EXPANDED_combined_deg5_rank_F5,49,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,WALKSAT_EXPANDED_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,WALKSAT_EXPANDED_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ACTUAL_UNION_combined_deg5_rank_F2,97,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ACTUAL_UNION_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ACTUAL_UNION_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ACTUAL_UNION_combined_deg5_rank_F3,98,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ACTUAL_UNION_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ACTUAL_UNION_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ACTUAL_UNION_combined_deg5_rank_F5,98,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ACTUAL_UNION_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ACTUAL_UNION_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_EXTERNAL_UNION_combined_deg5_rank_F2,143,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,EXPANDED_EXTERNAL_UNION_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_EXTERNAL_UNION_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_EXTERNAL_UNION_combined_deg5_rank_F3,146,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,EXPANDED_EXTERNAL_UNION_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_EXTERNAL_UNION_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_EXTERNAL_UNION_combined_deg5_rank_F5,146,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,EXPANDED_EXTERNAL_UNION_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_EXTERNAL_UNION_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ALL_UNION_combined_deg5_rank_F2,238,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ALL_UNION_degree4_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ALL_UNION_degree5_increment_F2,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ALL_UNION_combined_deg5_rank_F3,243,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ALL_UNION_degree4_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ALL_UNION_degree5_increment_F3,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ALL_UNION_combined_deg5_rank_F5,243,CERTIFIED_BY_RECOMPUTATION,expanded_family_summary.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ALL_UNION_degree4_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,expanded_trace_ordered_route,EXPANDED_ALL_UNION_degree5_increment_F5,0,CERTIFIED_BY_RECOMPUTATION,expanded_degree_tower.csv,,
imported,external_solver_log_schema,rendered_logs,144,CERTIFIED_BY_SELF_TEST,external_log_ingestion_rows.csv,,
imported,external_solver_log_schema,parsed_logs,144,CERTIFIED_BY_SELF_TEST,external_log_ingestion_rows.csv,,
imported,external_solver_log_schema,invariance_groups_passing,24/24,CERTIFIED_BY_SELF_TEST,external_log_invariance_audit.csv,,
imported,external_solver_log_ordered_route,ALL_PARSED_LOGS_combined_deg5_rank_F2,24,CERTIFIED_BY_REPLAY,external_log_signature_summary.csv,,
imported,external_solver_log_ordered_route,ALL_PARSED_LOGS_degree4_increment_F2,0,CERTIFIED_BY_REPLAY,external_log_signature_summary.csv,,
imported,external_solver_log_ordered_route,ALL_PARSED_LOGS_degree5_increment_F2,0,CERTIFIED_BY_REPLAY,external_log_signature_summary.csv,,
imported,external_solver_log_ordered_route,ALL_PARSED_LOGS_combined_deg5_rank_F3,24,CERTIFIED_BY_REPLAY,external_log_signature_summary.csv,,
imported,external_solver_log_ordered_route,ALL_PARSED_LOGS_degree4_increment_F3,0,CERTIFIED_BY_REPLAY,external_log_signature_summary.csv,,
imported,external_solver_log_ordered_route,ALL_PARSED_LOGS_degree5_increment_F3,0,CERTIFIED_BY_REPLAY,external_log_signature_summary.csv,,
imported,external_solver_log_ordered_route,ALL_PARSED_LOGS_combined_deg5_rank_F5,24,CERTIFIED_BY_REPLAY,external_log_signature_summary.csv,,
imported,external_solver_log_ordered_route,ALL_PARSED_LOGS_degree4_increment_F5,0,CERTIFIED_BY_REPLAY,external_log_signature_summary.csv,,
imported,external_solver_log_ordered_route,ALL_PARSED_LOGS_degree5_increment_F5,0,CERTIFIED_BY_REPLAY,external_log_signature_summary.csv,,
imported,internal_solver_execution,benchmark_instances,22,CERTIFIED_BY_SCRIPT,benchmark_instance_summary.csv,,
imported,internal_solver_execution,solver_traces,56,CERTIFIED_BY_SCRIPT,actual_internal_solver_trace_rows.csv,,
imported,internal_solver_execution,correctness_pass_or_bruteskipped,56/56,CERTIFIED_BY_BRUTE_FORCE_AUDIT,solver_correctness_audit.csv,,
imported,internal_solver_ordered_route,ALL_INTERNAL_SOLVER_LOGS_combined_deg3_rank_F2,53,CERTIFIED_BY_REPLAY,actual_internal_solver_signature_summary.csv,,
imported,internal_solver_ordered_route,ALL_INTERNAL_SOLVER_LOGS_combined_deg5_rank_F2,53,CERTIFIED_BY_REPLAY,actual_internal_solver_signature_summary.csv,,
imported,internal_solver_ordered_route,ALL_INTERNAL_SOLVER_LOGS_degree5_increment_F2,0,CERTIFIED_BY_REPLAY,actual_internal_solver_signature_summary.csv,,
imported,internal_solver_ordered_route,ALL_INTERNAL_SOLVER_LOGS_combined_deg3_rank_F3,53,CERTIFIED_BY_REPLAY,actual_internal_solver_signature_summary.csv,,
imported,internal_solver_ordered_route,ALL_INTERNAL_SOLVER_LOGS_combined_deg5_rank_F3,53,CERTIFIED_BY_REPLAY,actual_internal_solver_signature_summary.csv,,
imported,internal_solver_ordered_route,ALL_INTERNAL_SOLVER_LOGS_degree5_increment_F3,0,CERTIFIED_BY_REPLAY,actual_internal_solver_signature_summary.csv,,
imported,internal_solver_ordered_route,ALL_INTERNAL_SOLVER_LOGS_combined_deg3_rank_F5,53,CERTIFIED_BY_REPLAY,actual_internal_solver_signature_summary.csv,,
imported,internal_solver_ordered_route,ALL_INTERNAL_SOLVER_LOGS_combined_deg5_rank_F5,53,CERTIFIED_BY_REPLAY,actual_internal_solver_signature_summary.csv,,
imported,internal_solver_ordered_route,ALL_INTERNAL_SOLVER_LOGS_degree5_increment_F5,0,CERTIFIED_BY_REPLAY,actual_internal_solver_signature_summary.csv,,
imported,proof_log_ingestion,unsat_instances,7,CERTIFIED_BY_SCRIPT,proof_instance_summary.csv,,
imported,proof_log_ingestion,proof_traces,7,CERTIFIED_BY_SCRIPT,proof_trace_rows.csv,,
imported,proof_log_ingestion,validated_empty_clause_proofs,7/7,CERTIFIED_BY_RESOLUTION_REPLAY,proof_instance_summary.csv,,
imported,proof_log_ingestion,semantic_presentation_invariance,0/0,CERTIFIED_BY_CANONICAL_SEMANTIC_HASH,proof_presentation_invariance_audit.csv,,
imported,proof_ordered_route,ALL_PROOF_LOGS_combined_deg3_rank_F2,7,CERTIFIED_BY_REPLAY,proof_log_signature_summary.csv,,
imported,proof_ordered_route,ALL_PROOF_LOGS_combined_deg5_rank_F2,7,CERTIFIED_BY_REPLAY,proof_log_signature_summary.csv,,
imported,proof_ordered_route,ALL_PROOF_LOGS_degree5_increment_F2,0,CERTIFIED_BY_REPLAY,proof_log_signature_summary.csv,,
imported,proof_ordered_route,ALL_PROOF_LOGS_combined_deg3_rank_F3,7,CERTIFIED_BY_REPLAY,proof_log_signature_summary.csv,,
imported,proof_ordered_route,ALL_PROOF_LOGS_combined_deg5_rank_F3,7,CERTIFIED_BY_REPLAY,proof_log_signature_summary.csv,,
imported,proof_ordered_route,ALL_PROOF_LOGS_degree5_increment_F3,0,CERTIFIED_BY_REPLAY,proof_log_signature_summary.csv,,
imported,proof_ordered_route,ALL_PROOF_LOGS_combined_deg3_rank_F5,7,CERTIFIED_BY_REPLAY,proof_log_signature_summary.csv,,
imported,proof_ordered_route,ALL_PROOF_LOGS_combined_deg5_rank_F5,7,CERTIFIED_BY_REPLAY,proof_log_signature_summary.csv,,
imported,proof_ordered_route,ALL_PROOF_LOGS_degree5_increment_F5,0,CERTIFIED_BY_REPLAY,proof_log_signature_summary.csv,,
source_drop,external_harness,solver_binaries_found,0,NO_EXTERNAL_SOLVER_BINARY_FOUND_IN_SANDBOX,external_tool_probe.csv,,
source_drop,external_harness,proof_tools_found,0,NO_EXTERNAL_PROOF_TOOL_FOUND_IN_SANDBOX,external_tool_probe.csv,,
source_drop,external_harness,benchmarks_included,5,READY,benchmark_manifest.csv,,
source_drop,external_harness,canary_sources_parsed,4,PASS,canary_ingestion_summary.csv,,
source_drop,external_harness,third_party_logs_ingested,0,PENDING,external_readiness_summary.csv,,
,,,,EVIDENCE_PENDING_NO_EVENTS,,external evidence gate hardened; no external events ingested,external_evidence_gate_root.zip
