weight_type,series,total_dimension_n,q_exponent,coefficient
half,grade3,33,70,37537500
half,grade3,33,71,32079120
half,grade3,33,72,34182792
half,grade3,33,73,28207860
half,grade3,33,74,27098340
half,grade3,33,75,25674208
half,grade3,33,76,24078822
half,grade3,33,77,21074724
half,grade3,33,78,21201480
half,grade3,33,79,17710500
half,grade3,33,80,18334542
half,grade3,33,81,16568784
half,grade3,33,82,15223452
half,grade3,33,83,13254240
half,grade3,33,84,14214740
half,grade3,33,85,11771640
half,grade3,33,86,11163780
half,grade3,33,87,10319904
half,grade3,33,88,10026060
half,grade3,33,89,8255640
half,grade3,33,90,9401870
half,grade3,33,91,7857672
half,grade3,33,92,7544700
half,grade3,33,93,6771120
half,grade3,33,94,6184200
half,grade3,33,95,5381172
half,grade3,33,96,5992932
half,grade3,33,97,4800780
half,grade3,33,98,4880940
half,grade3,33,99,4628280
half,grade3,33,100,4395420
half,grade3,33,101,3523740
half,grade3,33,102,3765282
half,grade3,33,103,3092220
half,grade3,33,104,3233970
half,grade3,33,105,3150240
half,grade3,33,106,2687850
half,grade3,33,107,2316072
half,grade3,33,108,2655840
half,grade3,33,109,1989240
half,grade3,33,110,2147010
half,grade3,33,111,1847760
half,grade3,33,112,2036652
half,grade3,33,113,1571640
half,grade3,33,114,1705680
half,grade3,33,115,1371804
half,grade3,33,116,1411626
half,grade3,33,117,1335072
half,grade3,33,118,1122630
half,grade3,33,119,957960
half,grade3,33,120,1204122
half,grade3,33,121,995580
half,grade3,33,122,931830
half,grade3,33,123,924240
half,grade3,33,124,817110
half,grade3,33,125,717492
half,grade3,33,126,836892
half,grade3,33,127,598260
half,grade3,33,128,593520
half,grade3,33,129,494880
half,grade3,33,130,564492
half,grade3,33,131,393072
half,grade3,33,132,583824
half,grade3,33,133,431220
half,grade3,33,134,413640
half,grade3,33,135,456492
half,grade3,33,136,455940
half,grade3,33,137,336552
half,grade3,33,138,331830
half,grade3,33,139,232080
half,grade3,33,140,280656
half,grade3,33,141,187680
half,grade3,33,142,157650
half,grade3,33,143,228600
half,grade3,33,144,301350
half,grade3,33,145,245400
half,grade3,33,146,236610
half,grade3,33,147,224544
half,grade3,33,148,165660
half,grade3,33,149,117360
half,grade3,33,150,128730
half,grade3,33,151,69420
half,grade3,33,152,92400
half,grade3,33,153,111120
half,grade3,33,154,143100
half,grade3,33,155,98220
half,grade3,33,156,151680
half,grade3,33,157,98700
half,grade3,33,158,95910
half,grade3,33,159,69120
half,grade3,33,160,95832
half,grade3,33,161,52500
half,grade3,33,162,68556
half,grade3,33,163,38880
half,grade3,33,164,29550
half,grade3,33,165,55680
half,grade3,33,166,30210
half,grade3,33,167,28440
half,grade3,33,168,58410
half,grade3,33,169,60960
half,grade3,33,170,59670
half,grade3,33,171,61764
half,grade3,33,172,39960
half,grade3,33,173,24000
half,grade3,33,174,10380
half,grade3,33,175,3900
half,grade3,33,176,23400
half,grade3,33,177,13200
half,grade3,33,178,12180
half,grade3,33,179,6960
half,grade3,33,180,37062
half,grade3,33,181,19140
half,grade3,33,182,37746
half,grade3,33,183,19920
half,grade3,33,184,15870
half,grade3,33,185,7320
half,grade3,33,186,4140
half,grade3,33,187,12384
half,grade3,33,188,6180
half,grade3,33,189,6660
half,grade3,33,190,6570
half,grade3,33,191,2700
half,grade3,33,192,9732
half,grade3,33,193,5520
half,grade3,33,194,3750
half,grade3,33,195,13464
half,grade3,33,196,9936
half,grade3,33,197,7200
half,grade3,33,198,8430
half,grade3,33,199,3300
half,grade3,33,200,2496
half,grade3,33,201,720
half,grade3,33,202,120
half,grade3,33,204,4590
half,grade3,33,205,1920
half,grade3,33,206,960
half,grade3,33,207,240
half,grade3,33,208,4620
half,grade3,33,209,3960
half,grade3,33,210,6510
half,grade3,33,211,2220
half,grade3,33,212,990
half,grade3,33,213,120
half,grade3,33,214,30
half,grade3,33,216,1386
half,grade3,33,217,480
half,grade3,33,218,60
half,grade3,33,220,540
half,grade3,33,221,2100
half,grade3,33,222,480
half,grade3,33,223,120
half,grade3,33,224,1380
half,grade3,33,225,1500
half,grade3,33,226,300
half,grade3,33,227,60
half,grade3,33,228,480
half,grade3,33,229,60
half,grade3,33,230,6
half,grade3,33,231,120
half,grade3,33,234,480
half,grade3,33,235,60
half,grade3,33,238,480
half,grade3,33,239,60
half,grade3,33,240,540
half,grade3,33,241,60
half,grade3,33,242,6
half,grade3,33,247,120
half,grade3,33,252,66
half,grade3,33,255,120
half,grade3,33,256,30
half,grade3,33,260,6
half,grade3,33,266,6
half,grade3,33,270,6
half,grade3,33,272,6
half,grade3,34,0,20048049
half,grade3,34,1,8429580
half,grade3,34,2,14171730
half,grade3,34,3,17006304
half,grade3,34,4,22096965
half,grade3,34,5,22117812
half,grade3,34,6,33155790
half,grade3,34,7,29656320
half,grade3,34,8,39539943
half,grade3,34,9,43032420
half,grade3,34,10,50272038
half,grade3,34,11,48983520
half,grade3,34,12,66679935
half,grade3,34,13,60984924
half,grade3,34,14,73066308
half,grade3,34,15,80041464
half,grade3,34,16,87868050
half,grade3,34,17,86986500
half,grade3,34,18,106198926
half,grade3,34,19,101014320
half,grade3,34,20,118236336
half,grade3,34,21,122387400
half,grade3,34,22,130273230
half,grade3,34,23,130229544
half,grade3,34,24,152858265
half,grade3,34,25,147867144
half,grade3,34,26,159814440
half,grade3,34,27,165901080
half,grade3,34,28,178926804
half,grade3,34,29,171678012
half,grade3,34,30,191287938
half,grade3,34,31,180320760
half,grade3,34,32,194666760
half,grade3,34,33,195185568
half,grade3,34,34,201347196
half,grade3,34,35,198367560
half,grade3,34,36,215775675
half,grade3,34,37,202356000
half,grade3,34,38,211017426
half,grade3,34,39,209171184
half,grade3,34,40,216803868
half,grade3,34,41,204279660
half,grade3,34,42,218531910
half,grade3,34,43,202691544
half,grade3,34,44,209465826
half,grade3,34,45,204348156
half,grade3,34,46,201401820
half,grade3,34,47,188180400
half,grade3,34,48,198442317
half,grade3,34,49,180420510
half,grade3,34,50,180870738
half,grade3,34,51,171950820
half,grade3,34,52,169057575
half,grade3,34,53,155116182
half,grade3,34,54,158452488
half,grade3,34,55,143792304
half,grade3,34,56,142777395
half,grade3,34,57,133580190
half,grade3,34,58,127495848
half,grade3,34,59,115629480
half,grade3,34,60,120067992
half,grade3,34,61,104071620
half,grade3,34,62,100938930
half,grade3,34,63,95712588
half,grade3,34,64,91249392
half,grade3,34,65,82398222
half,grade3,34,66,81869130
half,grade3,34,67,71406540
half,grade3,34,68,70251267
half,grade3,34,69,64383186
half,grade3,34,70,62228946
half,grade3,34,71,54106200
half,grade3,34,72,56473695
half,grade3,34,73,47977980
half,grade3,34,74,46237080
half,grade3,34,75,43257180
half,grade3,34,76,40998990
half,grade3,34,77,36731880
half,grade3,34,78,36539586
half,grade3,34,79,30915900
half,grade3,34,80,31643178
half,grade3,34,81,28663830
half,grade3,34,82,26560230
half,grade3,34,83,23567280
half,grade3,34,84,24942333
half,grade3,34,85,21080052
half,grade3,34,86,19849980
half,grade3,34,87,18212820
half,grade3,34,88,17820741
half,grade3,34,89,15257730
half,grade3,34,90,16611618
half,grade3,34,91,13908540
half,grade3,34,92,13596420
half,grade3,34,93,12362202
half,grade3,34,94,11384118
half,grade3,34,95,10017444
half,grade3,34,96,10727250
half,grade3,34,97,8761110
half,grade3,34,98,8927268
half,grade3,34,99,8443980
half,grade3,34,100,8091243
half,grade3,34,101,6727710
half,grade3,34,102,7004160
half,grade3,34,103,5705400
half,grade3,34,104,5933475
half,grade3,34,105,5797980
half,grade3,34,106,5074230
half,grade3,34,107,4401060
half,grade3,34,108,4936575
half,grade3,34,109,3884220
half,grade3,34,110,4071480
half,grade3,34,111,3496140
half,grade3,34,112,3752415
half,grade3,34,113,3053982
half,grade3,34,114,3237930
half,grade3,34,115,2593980
half,grade3,34,116,2649660
half,grade3,34,117,2548260
half,grade3,34,118,2243850
half,grade3,34,119,2003424
half,grade3,34,120,2369193
half,grade3,34,121,1873740
half,grade3,34,122,1766520
half,grade3,34,123,1698120
half,grade3,34,124,1570362
half,grade3,34,125,1427760
half,grade3,34,126,1625430
half,grade3,34,127,1219260
half,grade3,34,128,1231740
half,grade3,34,129,1064670
half,grade3,34,130,1108740
half,grade3,34,131,809700
half,grade3,34,132,1112385
half,grade3,34,133,859692
half,grade3,34,134,827490
half,grade3,34,135,867384
half,grade3,34,136,863640
half,grade3,34,137,682740
half,grade3,34,138,706398
half,grade3,34,139,525600
half,grade3,34,140,607827
half,grade3,34,141,446340
half,grade3,34,142,382110
half,grade3,34,143,436584
half,grade3,34,144,556965
half,grade3,34,145,455574
half,grade3,34,146,461310
half,grade3,34,147,451080
half,grade3,34,148,367452
half,grade3,34,149,308256
half,grade3,34,150,318870
half,grade3,34,151,179160
half,grade3,34,152,202320
half,grade3,34,153,227340
half,grade3,34,154,277158
half,grade3,34,155,214740
half,grade3,34,156,303840
half,grade3,34,157,202350
half,grade3,34,158,203880
half,grade3,34,159,162960
half,grade3,34,160,211830
half,grade3,34,161,132000
half,grade3,34,162,165600
half,grade3,34,163,99840
half,grade3,34,164,85890
half,grade3,34,165,121980
half,grade3,34,166,75240
half,grade3,34,167,60000
half,grade3,34,168,118128
half,grade3,34,169,124350
half,grade3,34,170,124470
half,grade3,34,171,132600
half,grade3,34,172,98520
half,grade3,34,173,77430
half,grade3,34,174,46680
half,grade3,34,175,21420
half,grade3,34,176,49680
half,grade3,34,177,30900
half,grade3,34,178,29250
half,grade3,34,179,21000
half,grade3,34,180,79578
half,grade3,34,181,42840
half,grade3,34,182,81420
half,grade3,34,183,50160
half,grade3,34,184,45150
half,grade3,34,185,24870
half,grade3,34,186,18900
half,grade3,34,187,27960
half,grade3,34,188,16200
half,grade3,34,189,19152
half,grade3,34,190,19938
half,grade3,34,191,10680
half,grade3,34,192,22440
half,grade3,34,193,14040
half,grade3,34,194,11340
half,grade3,34,195,30600
half,grade3,34,196,22950
half,grade3,34,197,18840
half,grade3,34,198,25038
half,grade3,34,199,13020
half,grade3,34,200,9780
half,grade3,34,201,4560
half,grade3,34,202,1650
half,grade3,34,203,240
half,grade3,34,204,10518
half,grade3,34,205,5310
half,grade3,34,206,4140
half,grade3,34,207,2040
half,grade3,34,208,10878
half,grade3,34,209,10680
half,grade3,34,210,18228
half,grade3,34,211,8280
half,grade3,34,212,4800
half,grade3,34,213,1500
half,grade3,34,214,540
half,grade3,34,216,3960
half,grade3,34,217,1920
half,grade3,34,218,840
half,grade3,34,219,120
half,grade3,34,220,2070
half,grade3,34,221,5940
half,grade3,34,222,2010
half,grade3,34,223,1080
half,grade3,34,224,3900
half,grade3,34,225,4692
half,grade3,34,226,1800
half,grade3,34,227,660
half,grade3,34,228,1770
half,grade3,34,229,510
half,grade3,34,230,180
half,grade3,34,231,600
half,grade3,34,232,60
half,grade3,34,234,1710
half,grade3,34,235,480
half,grade3,34,236,90
half,grade3,34,238,1710
half,grade3,34,239,480
half,grade3,34,240,2160
half,grade3,34,241,540
half,grade3,34,242,180
half,grade3,34,247,600
half,grade3,34,248,60
half,grade3,34,252,450
half,grade3,34,253,72
half,grade3,34,255,600
half,grade3,34,256,240
half,grade3,34,257,30
half,grade3,34,260,90
half,grade3,34,266,90
half,grade3,34,270,90
half,grade3,34,272,90
half,grade3,34,273,12
half,grade3,34,285,12
half,grade3,34,289,6
half,grade3,35,0,23180934
half,grade3,35,1,9530940
half,grade3,35,2,16034580
half,grade3,35,3,19250160
half,grade3,35,4,25028202
half,grade3,35,5,24966372
half,grade3,35,6,37529712
half,grade3,35,7,33428400
half,grade3,35,8,44757990
half,grade3,35,9,48623364
half,grade3,35,10,56829282
half,grade3,35,11,55256880
half,grade3,35,12,75688200
half,grade3,35,13,68888220
half,grade3,35,14,82755432
half,grade3,35,15,90826344
half,grade3,35,16,99902712
half,grade3,35,17,98691780
half,grade3,35,18,120968280
half,grade3,35,19,114945744
half,grade3,35,20,135207528
half,grade3,35,21,139963704
half,grade3,35,22,149146860
half,grade3,35,23,149335800
half,grade3,35,24,176310774
half,grade3,35,25,170452056
half,grade3,35,26,184702212
half,grade3,35,27,192456840
half,grade3,35,28,205216860
half,grade3,35,29,205483392
half,grade3,35,30,227513298
half,grade3,35,31,213594744
half,grade3,35,32,230485710
half,grade3,35,33,233956140
half,grade3,35,34,239520552
half,grade3,35,35,240610800
half,grade3,35,36,260247096
half,grade3,35,37,246886020
half,grade3,35,38,257469360
half,grade3,35,39,259196184
half,grade3,35,40,266314632
half,grade3,35,41,257346708
half,grade3,35,42,273409560
half,grade3,35,43,256887480
half,grade3,35,44,266819286
half,grade3,35,45,265615164
half,grade3,35,46,260226294
half,grade3,35,47,249993720
half,grade3,35,48,262441380
half,grade3,35,49,243168072
half,grade3,35,50,245344218
half,grade3,35,51,236575776
half,grade3,35,52,231192690
half,grade3,35,53,218251980
half,grade3,35,54,222936204
half,grade3,35,55,204666132
half,grade3,35,56,204031560
half,grade3,35,57,194736180
half,grade3,35,58,185263860
half,grade3,35,59,172530084
half,grade3,35,60,178361556
half,grade3,35,61,156892764
half,grade3,35,62,153555330
half,grade3,35,63,146367960
half,grade3,35,64,139748658
half,grade3,35,65,129008544
half,grade3,35,66,128463708
half,grade3,35,67,112209240
half,grade3,35,68,110810280
half,grade3,35,69,103490364
half,grade3,35,70,99504426
half,grade3,35,71,87992376
half,grade3,35,72,91322610
half,grade3,35,73,78124200
half,grade3,35,74,76130508
half,grade3,35,75,71603484
half,grade3,35,76,67353756
half,grade3,35,77,61095540
half,grade3,35,78,61418370
half,grade3,35,79,52318680
half,grade3,35,80,53182290
half,grade3,35,81,48390564
half,grade3,35,82,45011430
half,grade3,35,83,40173480
half,grade3,35,84,42515784
half,grade3,35,85,36480204
half,grade3,35,86,34502730
half,grade3,35,87,31621380
half,grade3,35,88,30579330
half,grade3,35,89,26786712
half,grade3,35,90,29022270
half,grade3,35,91,24134424
half,grade3,35,92,23656140
half,grade3,35,93,21800940
half,grade3,35,94,20292012
half,grade3,35,95,18038400
half,grade3,35,96,19032318
half,grade3,35,97,15619080
half,grade3,35,98,15692220
half,grade3,35,99,14992824
half,grade3,35,100,14435268
half,grade3,35,101,12237924
half,grade3,35,102,12784590
half,grade3,35,103,10395900
half,grade3,35,104,10633122
half,grade3,35,105,10355712
half,grade3,35,106,9249162
half,grade3,35,107,8112720
half,grade3,35,108,8943660
half,grade3,35,109,7179024
half,grade3,35,110,7507926
half,grade3,35,111,6543960
half,grade3,35,112,6735000
half,grade3,35,113,5622120
half,grade3,35,114,6034872
half,grade3,35,115,4912320
half,grade3,35,116,4849500
half,grade3,35,117,4659900
half,grade3,35,118,4224510
half,grade3,35,119,3840852
half,grade3,35,120,4509720
half,grade3,35,121,3570360
half,grade3,35,122,3322680
half,grade3,35,123,3109920
half,grade3,35,124,2924496
half,grade3,35,125,2666784
half,grade3,35,126,3059802
half,grade3,35,127,2351160
half,grade3,35,128,2392170
half,grade3,35,129,2152260
half,grade3,35,130,2143140
half,grade3,35,131,1633272
half,grade3,35,132,2072550
half,grade3,35,133,1654080
half,grade3,35,134,1600350
half,grade3,35,135,1647360
half,grade3,35,136,1603392
half,grade3,35,137,1290960
half,grade3,35,138,1394580
half,grade3,35,139,1085640
half,grade3,35,140,1233750
half,grade3,35,141,960132
half,grade3,35,142,867150
half,grade3,35,143,865260
half,grade3,35,144,1038804
half,grade3,35,145,838440
half,grade3,35,146,850950
half,grade3,35,147,858660
half,grade3,35,148,734070
half,grade3,35,149,656772
half,grade3,35,150,712128
half,grade3,35,151,457620
half,grade3,35,152,453390
half,grade3,35,153,458160
half,grade3,35,154,518922
half,grade3,35,155,430452
half,grade3,35,156,587802
half,grade3,35,157,410280
half,grade3,35,158,408000
half,grade3,35,159,344952
half,grade3,35,160,434760
half,grade3,35,161,297036
half,grade3,35,162,362820
half,grade3,35,163,240540
half,grade3,35,164,214560
half,grade3,35,165,259920
half,grade3,35,166,184380
half,grade3,35,167,133440
half,grade3,35,168,232800
half,grade3,35,169,234600
half,grade3,35,170,244200
half,grade3,35,171,265560
half,grade3,35,172,208140
half,grade3,35,173,187740
half,grade3,35,174,143526
half,grade3,35,175,87300
half,grade3,35,176,113172
half,grade3,35,177,73200
half,grade3,35,178,65970
half,grade3,35,179,51540
half,grade3,35,180,159150
half,grade3,35,181,92100
half,grade3,35,182,161220
half,grade3,35,183,110040
half,grade3,35,184,111180
half,grade3,35,185,70200
half,grade3,35,186,60120
half,grade3,35,187,65460
half,grade3,35,188,42150
half,grade3,35,189,46224
half,grade3,35,190,50460
half,grade3,35,191,34200
half,grade3,35,192,51930
half,grade3,35,193,33960
half,grade3,35,194,28140
half,grade3,35,195,63600
half,grade3,35,196,51156
half,grade3,35,197,42480
half,grade3,35,198,59850
half,grade3,35,199,39540
half,grade3,35,200,32472
half,grade3,35,201,19140
half,grade3,35,202,9180
half,grade3,35,203,3000
half,grade3,35,204,22380
half,grade3,35,205,11880
half,grade3,35,206,11910
half,grade3,35,207,9060
half,grade3,35,208,24270
half,grade3,35,209,24024
half,grade3,35,210,42930
half,grade3,35,211,24840
half,grade3,35,212,17460
half,grade3,35,213,7980
half,grade3,35,214,4110
half,grade3,35,215,480
half,grade3,35,216,10098
half,grade3,35,217,5400
half,grade3,35,218,3780
half,grade3,35,219,1500
half,grade3,35,220,6270
half,grade3,35,221,14424
half,grade3,35,222,6360
half,grade3,35,223,4680
half,grade3,35,224,10182
half,grade3,35,225,12012
half,grade3,35,226,6360
half,grade3,35,227,3840
half,grade3,35,228,5610
half,grade3,35,229,2220
half,grade3,35,230,1500
half,grade3,35,231,2280
half,grade3,35,232,510
half,grade3,35,233,120
half,grade3,35,234,4596
half,grade3,35,235,1920
half,grade3,35,236,960
half,grade3,35,237,120
half,grade3,35,238,4620
half,grade3,35,239,1920
half,grade3,35,240,6990
half,grade3,35,241,2520
half,grade3,35,242,1530
half,grade3,35,243,180
half,grade3,35,244,30
half,grade3,35,247,2040
half,grade3,35,248,480
half,grade3,35,249,120
half,grade3,35,250,6
half,grade3,35,252,1860
half,grade3,35,253,660
half,grade3,35,254,60
half,grade3,35,255,2040
half,grade3,35,256,1170
half,grade3,35,257,360
half,grade3,35,258,30
half,grade3,35,260,480
half,grade3,35,261,60
half,grade3,35,264,66
half,grade3,35,266,480
half,grade3,35,267,60
half,grade3,35,270,480
half,grade3,35,271,60
half,grade3,35,272,480
half,grade3,35,273,180
half,grade3,35,276,6
half,grade3,35,280,60
half,grade3,35,285,120
half,grade3,35,286,6
half,grade3,35,288,60
half,grade3,35,289,60
half,grade3,35,294,6
half,grade3,35,300,6
half,grade3,35,304,6
half,grade3,35,306,6
half,grade3,36,0,26660907
half,grade3,36,1,10736940
half,grade3,36,2,18112770
half,grade3,36,3,21707680
half,grade3,36,4,28217460
half,grade3,36,5,28074036
half,grade3,36,6,42371190
half,grade3,36,7,37530720
half,grade3,36,8,50367735
half,grade3,36,9,54709892
half,grade3,36,10,64056036
half,grade3,36,11,62057760
half,grade3,36,12,85418490
half,grade3,36,13,77449020
half,grade3,36,14,93399690
half,grade3,36,15,102545048
half,grade3,36,16,112803210
half,grade3,36,17,111361860
half,grade3,36,18,137229708
half,grade3,36,19,130024080
half,grade3,36,20,153456306
half,grade3,36,21,159034280
half,grade3,36,22,169856850
half,grade3,36,23,170019720
half,grade3,36,24,201507978
half,grade3,36,25,194928648
half,grade3,36,26,212039400
half,grade3,36,27,221275320
half,grade3,36,28,236503668
half,grade3,36,29,233332860
half,grade3,36,30,270485758
half,grade3,36,31,252058680
half,grade3,36,32,270612885
half,grade3,36,33,274263104
half,grade3,36,34,284790972
half,grade3,36,35,283654824
half,grade3,36,36,312098250
half,grade3,36,37,294059220
half,grade3,36,38,310914336
half,grade3,36,39,312714044
half,grade3,36,40,325268868
half,grade3,36,41,311294700
half,grade3,36,42,339367300
half,grade3,36,43,316921824
half,grade3,36,44,331873908
half,grade3,36,45,331803196
half,grade3,36,46,331958430
half,grade3,36,47,316406760
half,grade3,36,48,339450684
half,grade3,36,49,314179212
half,grade3,36,50,323336268
half,grade3,36,51,312666320
half,grade3,36,52,310438050
half,grade3,36,53,290556324
half,grade3,36,54,305053071
half,grade3,36,55,280580964
half,grade3,36,56,281687175
half,grade3,36,57,270188660
half,grade3,36,58,262872096
half,grade3,36,59,243919872
half,grade3,36,60,256018506
half,grade3,36,61,227354100
half,grade3,36,62,224569080
half,grade3,36,63,215828348
half,grade3,36,64,207218928
half,grade3,36,65,191954160
half,grade3,36,66,194732470
half,grade3,36,67,172089120
half,grade3,36,68,168539508
half,grade3,36,69,158952864
half,grade3,36,70,154847784
half,grade3,36,71,137765460
half,grade3,36,72,142654650
half,grade3,36,73,123909120
half,grade3,36,74,120595932
half,grade3,36,75,114680396
half,grade3,36,76,108332370
half,grade3,36,77,97811340
half,grade3,36,78,99261602
half,grade3,36,79,86418252
half,grade3,36,80,86509158
half,grade3,36,81,79345540
half,grade3,36,82,74565570
half,grade3,36,83,66657372
half,grade3,36,84,69779658
half,grade3,36,85,61049100
half,grade3,36,86,58231830
half,grade3,36,87,53761200
half,grade3,36,88,51410460
half,grade3,36,89,45240600
half,grade3,36,90,48789396
half,grade3,36,91,41599740
half,grade3,36,92,40087800
half,grade3,36,93,37107432
half,grade3,36,94,35081880
half,grade3,36,95,31495020
half,grade3,36,96,32784990
half,grade3,36,97,27405000
half,grade3,36,98,27109428
half,grade3,36,99,25772712
half,grade3,36,100,24996768
half,grade3,36,101,21546420
half,grade3,36,102,22459275
half,grade3,36,103,18745140
half,grade3,36,104,18663438
half,grade3,36,105,18007144
half,grade3,36,106,16403610
half,grade3,36,107,14523660
half,grade3,36,108,15752004
half,grade3,36,109,12893820
half,grade3,36,110,13334160
half,grade3,36,111,11936760
half,grade3,36,112,11964030
half,grade3,36,113,10006020
half,grade3,36,114,10778058
half,grade3,36,115,9113220
half,grade3,36,116,8832900
half,grade3,36,117,8313120
half,grade3,36,118,7661388
half,grade3,36,119,7027980
half,grade3,36,120,8087628
half,grade3,36,121,6653220
half,grade3,36,122,6219870
half,grade3,36,123,5681520
half,grade3,36,124,5342220
half,grade3,36,125,4824852
half,grade3,36,126,5534100
half,grade3,36,127,4411260
half,grade3,36,128,4441275
half,grade3,36,129,4049760
half,grade3,36,130,4046628
half,grade3,36,131,3211680
half,grade3,36,132,3784410
half,grade3,36,133,3096624
half,grade3,36,134,3003030
half,grade3,36,135,3061200
half,grade3,36,136,2954070
half,grade3,36,137,2389620
half,grade3,36,138,2598372
half,grade3,36,139,2106420
half,grade3,36,140,2357730
half,grade3,36,141,1928520
half,grade3,36,142,1787640
half,grade3,36,143,1711020
half,grade3,36,144,1958250
half,grade3,36,145,1557180
half,grade3,36,146,1557300
half,grade3,36,147,1562160
half,grade3,36,148,1400400
half,grade3,36,149,1258212
half,grade3,36,150,1409388
half,grade3,36,151,1038420
half,grade3,36,152,1005510
half,grade3,36,153,931224
half,grade3,36,154,973110
half,grade3,36,155,829212
half,grade3,36,156,1079100
half,grade3,36,157,807960
half,grade3,36,158,801762
half,grade3,36,159,687840
half,grade3,36,160,831480
half,grade3,36,161,616500
half,grade3,36,162,736305
half,grade3,36,163,528660
half,grade3,36,164,491730
half,grade3,36,165,531516
half,grade3,36,166,420000
half,grade3,36,167,305400
half,grade3,36,168,462108
half,grade3,36,169,427812
half,grade3,36,170,456822
half,grade3,36,171,502800
half,grade3,36,172,411480
half,grade3,36,173,383352
half,grade3,36,174,340926
half,grade3,36,175,259020
half,grade3,36,176,268920
half,grade3,36,177,180000
half,grade3,36,178,150780
half,grade3,36,179,119460
half,grade3,36,180,299910
half,grade3,36,181,187560
half,grade3,36,182,305310
half,grade3,36,183,219480
half,grade3,36,184,238548
half,grade3,36,185,171780
half,grade3,36,186,158460
half,grade3,36,187,148620
half,grade3,36,188,110280
half,grade3,36,189,104880
half,grade3,36,190,113850
half,grade3,36,191,87660
half,grade3,36,192,118920
half,grade3,36,193,80160
half,grade3,36,194,66990
half,grade3,36,195,124320
half,grade3,36,196,104820
half,grade3,36,197,91080
half,grade3,36,198,126258
half,grade3,36,199,95340
half,grade3,36,200,88350
half,grade3,36,201,61680
half,grade3,36,202,36900
half,grade3,36,203,17412
half,grade3,36,204,48060
half,grade3,36,205,24840
half,grade3,36,206,27450
half,grade3,36,207,26760
half,grade3,36,208,53670
half,grade3,36,209,50280
half,grade3,36,210,88518
half,grade3,36,211,59940
half,grade3,36,212,51270
half,grade3,36,213,29280
half,grade3,36,214,18810
half,grade3,36,215,5280
half,grade3,36,216,23850
half,grade3,36,217,13080
half,grade3,36,218,11760
half,grade3,36,219,7320
half,grade3,36,220,16968
half,grade3,36,221,31200
half,grade3,36,222,17310
half,grade3,36,223,14280
half,grade3,36,224,24570
half,grade3,36,225,27840
half,grade3,36,226,17070
half,grade3,36,227,14160
half,grade3,36,228,16428
half,grade3,36,229,7680
half,grade3,36,230,6810
half,grade3,36,231,7800
half,grade3,36,232,2460
half,grade3,36,233,1200
half,grade3,36,234,10698
half,grade3,36,235,5340
half,grade3,36,236,4140
half,grade3,36,237,1440
half,grade3,36,238,10818
half,grade3,36,239,5280
half,grade3,36,240,18738
half,grade3,36,241,8700
half,grade3,36,242,7140
half,grade3,36,243,2052
half,grade3,36,244,630
half,grade3,36,246,90
half,grade3,36,247,5400
half,grade3,36,248,1920
half,grade3,36,249,1080
half,grade3,36,250,210
half,grade3,36,251,60
half,grade3,36,252,5490
half,grade3,36,253,3000
half,grade3,36,254,990
half,grade3,36,255,5520
half,grade3,36,256,3810
half,grade3,36,257,2040
half,grade3,36,258,540
half,grade3,36,259,120
half,grade3,36,260,1710
half,grade3,36,261,480
half,grade3,36,262,90
half,grade3,36,264,450
half,grade3,36,265,60
half,grade3,36,266,1710
half,grade3,36,267,480
half,grade3,36,268,90
half,grade3,36,270,1710
half,grade3,36,271,480
half,grade3,36,272,1800
half,grade3,36,273,1080
half,grade3,36,274,150
half,grade3,36,275,12
half,grade3,36,276,90
half,grade3,36,280,360
half,grade3,36,281,60
half,grade3,36,285,600
half,grade3,36,286,150
half,grade3,36,288,360
half,grade3,36,289,360
half,grade3,36,290,30
half,grade3,36,294,90
half,grade3,36,299,12
half,grade3,36,300,90
half,grade3,36,304,90
half,grade3,36,306,90
half,grade3,36,315,12
half,grade3,36,323,12
half,grade3,37,0,30584940
half,grade3,37,1,12054012
half,grade3,37,2,20344200
half,grade3,37,3,24391920
half,grade3,37,4,31722090
half,grade3,37,5,31455492
half,grade3,37,6,47590392
half,grade3,37,7,41980560
half,grade3,37,8,56561250
half,grade3,37,9,61318020
half,grade3,37,10,71809014
half,grade3,37,11,69410544
half,grade3,37,12,96102522
half,grade3,37,13,86696220
half,grade3,37,14,104797770
half,grade3,37,15,115241544
half,grade3,37,16,126972462
half,grade3,37,17,125035620
half,grade3,37,18,154637790
half,grade3,37,19,146293680
half,grade3,37,20,173438010
half,grade3,37,21,179660184
half,grade3,37,22,191986560
half,grade3,37,23,192337560
half,grade3,37,24,229175640
half,grade3,37,25,221364504
half,grade3,37,26,241230042
half,grade3,37,27,252437544
half,grade3,37,28,270733140
half,grade3,37,29,267177420
half,grade3,37,30,305911896
half,grade3,37,31,297553764
half,grade3,37,32,317265192
half,grade3,37,33,319821840
half,grade3,37,34,330919470
half,grade3,37,35,334154868
half,grade3,37,36,365263998
half,grade3,37,37,349770684
half,grade3,37,38,366399390
half,grade3,37,39,373407120
half,grade3,37,40,388502376
half,grade3,37,41,376477764
half,grade3,37,42,405017682
half,grade3,37,43,388388280
half,grade3,37,44,403905420
half,grade3,37,45,407146716
half,grade3,37,46,407640522
half,grade3,37,47,396900144
half,grade3,37,48,421217250
half,grade3,37,49,399554100
half,grade3,37,50,408115236
half,grade3,37,51,402878244
